,Ticker Symbol,Years,Period Ending,Total Revenue,Cost of Goods Sold,"Sales, General and Admin.",Research and Development,Other Operating Items,GICS Sector,GICS Sub Industry,Total Revenue_sum,Cost of Goods Sold_sum,"Sales, General and Admin._sum",Other Operating Items_sum,Research and Development_sum
877,KLAC,Year 3,2015-06-30,2,1.0,0.406864,0.530616,,Information Technology,Semiconductor Equipment,8,4.0,1.5589819999999999,0.0,2.039175
878,KLAC,Year 4,2016-06-30,2,1.0,0.379399,0.481258,,Information Technology,Semiconductor Equipment,8,4.0,1.5589819999999999,0.0,2.039175
879,KMB,Year 1,2013-12-31,19,12.0,3.706,,,Consumer Staples,Household Products,74,47.0,16.213,0.0,0.0
880,KMB,Year 2,2014-12-31,19,13.0,4.162,,,Consumer Staples,Household Products,74,47.0,16.213,0.0,0.0
881,KMB,Year 3,2015-12-31,18,11.0,5.011,,,Consumer Staples,Household Products,74,47.0,16.213,0.0,0.0
882,KMB,Year 4,2016-12-31,18,11.0,3.334,,,Consumer Staples,Household Products,74,47.0,16.213,0.0,0.0
883,KMI,Year 1,2013-12-31,14,7.0,1.007,,1.806,Energy,Oil & Gas Refining & Marketing & Transportation,57,26.0,4.2509999999999994,8.364,0.0
884,KMI,Year 2,2014-12-31,16,8.0,1.029,,2.04,Energy,Oil & Gas Refining & Marketing & Transportation,57,26.0,4.2509999999999994,8.364,0.0
885,KMI,Year 3,2015-12-31,14,6.0,1.126,,2.309,Energy,Oil & Gas Refining & Marketing & Transportation,57,26.0,4.2509999999999994,8.364,0.0
886,KMI,Year 4,2016-12-31,13,5.0,1.089,,2.209,Energy,Oil & Gas Refining & Marketing & Transportation,57,26.0,4.2509999999999994,8.364,0.0
887,KMX,Year 1,2013-02-28,10,9.0,0.731767,,,Consumer Discretionary,Specialty Stores,51,44.0,3.4011449999999996,0.0,0.0
888,KMX,Year 2,2014-02-28,12,10.0,0.819048,,,Consumer Discretionary,Specialty Stores,51,44.0,3.4011449999999996,0.0,0.0
889,KMX,Year 3,2015-02-28,14,12.0,0.890431,,,Consumer Discretionary,Specialty Stores,51,44.0,3.4011449999999996,0.0,0.0
890,KMX,Year 4,2016-02-29,15,13.0,0.959899,,,Consumer Discretionary,Specialty Stores,51,44.0,3.4011449999999996,0.0,0.0
891,KO,Year 1,2012-12-31,48,19.0,18.185,,,Consumer Staples,Soft Drinks,183,71.0,72.875,0.0,0.0
892,KO,Year 2,2013-12-31,46,18.0,18.205,,,Consumer Staples,Soft Drinks,183,71.0,72.875,0.0,0.0
893,KO,Year 3,2014-12-31,45,17.0,18.401,,,Consumer Staples,Soft Drinks,183,71.0,72.875,0.0,0.0
894,KO,Year 4,2015-12-31,44,17.0,18.084,,,Consumer Staples,Soft Drinks,183,71.0,72.875,0.0,0.0
895,KORS,Year 1,2013-03-30,2,0.0,0.621536,,0.054291,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",13,3.0,4.227936,0.45559099999999997,0.0
896,KORS,Year 2,2014-03-29,3,1.0,0.9269,,0.0797,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",13,3.0,4.227936,0.45559099999999997,0.0
897,KORS,Year 3,2015-03-28,4,1.0,1.2515,,0.1384,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",13,3.0,4.227936,0.45559099999999997,0.0
898,KORS,Year 4,2016-04-02,4,1.0,1.428,,0.1832,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",13,3.0,4.227936,0.45559099999999997,0.0
899,KR,Year 1,2013-02-02,96,76.0,15.477,,1.652,Consumer Staples,Food Retail,411,324.0,67.823,7.3919999999999995,0.0
900,KR,Year 2,2014-02-01,98,78.0,15.809,,1.703,Consumer Staples,Food Retail,411,324.0,67.823,7.3919999999999995,0.0
901,KR,Year 3,2015-01-31,108,85.0,17.868,,1.948,Consumer Staples,Food Retail,411,324.0,67.823,7.3919999999999995,0.0
902,KR,Year 4,2016-01-30,109,85.0,18.669,,2.089,Consumer Staples,Food Retail,411,324.0,67.823,7.3919999999999995,0.0
903,KSS,Year 1,2013-02-02,19,12.0,4.267,,0.833,Consumer Discretionary,General Merchandise Stores,76,48.0,17.381999999999998,3.542,0.0
904,KSS,Year 2,2014-02-01,19,12.0,4.313,,0.889,Consumer Discretionary,General Merchandise Stores,76,48.0,17.381999999999998,3.542,0.0
905,KSS,Year 3,2015-01-31,19,12.0,4.35,,0.886,Consumer Discretionary,General Merchandise Stores,76,48.0,17.381999999999998,3.542,0.0
906,KSS,Year 4,2016-01-30,19,12.0,4.452,,0.934,Consumer Discretionary,General Merchandise Stores,76,48.0,17.381999999999998,3.542,0.0
907,KSU,Year 1,2013-12-31,2,0.0,0.6021,,0.2233,Industrials,Railroads,8,0.0,2.3249,1.071,0.0
908,KSU,Year 2,2014-12-31,2,0.0,0.632,,0.2581,Industrials,Railroads,8,0.0,2.3249,1.071,0.0
909,KSU,Year 3,2015-12-31,2,0.0,0.5712,,0.2846,Industrials,Railroads,8,0.0,2.3249,1.071,0.0
910,KSU,Year 4,2016-12-31,2,0.0,0.5196,,0.305,Industrials,Railroads,8,0.0,2.3249,1.071,0.0
911,LB,Year 1,2013-02-02,10,6.0,2.72,,,Consumer Discretionary,Apparel Retail,43,24.0,11.273,0.0,0.0
912,LB,Year 2,2014-02-01,10,6.0,2.686,,,Consumer Discretionary,Apparel Retail,43,24.0,11.273,0.0,0.0
913,LB,Year 3,2015-01-31,11,6.0,2.855,,,Consumer Discretionary,Apparel Retail,43,24.0,11.273,0.0,0.0
914,LB,Year 4,2016-01-30,12,6.0,3.012,,,Consumer Discretionary,Apparel Retail,43,24.0,11.273,0.0,0.0
915,LEG,Year 1,2012-12-31,3,2.0,0.3461,,0.0251,Industrials,Industrial Conglomerates,12,8.0,1.544,0.091,0.0
916,LEG,Year 2,2013-12-31,3,2.0,0.3469,,0.0254,Industrials,Industrial Conglomerates,12,8.0,1.544,0.091,0.0
917,LEG,Year 3,2014-12-31,3,2.0,0.4392,,0.0197,Industrials,Industrial Conglomerates,12,8.0,1.544,0.091,0.0
918,LEG,Year 4,2015-12-31,3,2.0,0.4118,,0.0208,Industrials,Industrial Conglomerates,12,8.0,1.544,0.091,0.0
919,LEN,Year 1,2013-11-30,5,4.0,0.328595,,,Consumer Discretionary,Homebuilding,31,25.0,2.244635,0.0,0.0
920,LEN,Year 2,2014-11-30,7,6.0,0.521502,,,Consumer Discretionary,Homebuilding,31,25.0,2.244635,0.0,0.0
921,LEN,Year 3,2015-11-30,9,7.0,0.630421,,,Consumer Discretionary,Homebuilding,31,25.0,2.244635,0.0,0.0
922,LEN,Year 4,2016-11-30,10,8.0,0.764117,,,Consumer Discretionary,Homebuilding,31,25.0,2.244635,0.0,0.0
923,LH,Year 1,2012-12-31,5,3.0,1.1146,,0.0863,Health Care,Health Care Facilities,24,14.0,5.0636,0.4092,0.0
924,LH,Year 2,2013-12-31,5,3.0,1.1288,,0.0817,Health Care,Health Care Facilities,24,14.0,5.0636,0.4092,0.0
925,LH,Year 3,2014-12-31,6,3.0,1.1982,,0.0767,Health Care,Health Care Facilities,24,14.0,5.0636,0.4092,0.0
926,LH,Year 4,2015-12-31,8,5.0,1.622,,0.1645,Health Care,Health Care Facilities,24,14.0,5.0636,0.4092,0.0
927,LKQ,Year 1,2012-12-31,4,2.0,1.219343,,0.064093,Consumer Discretionary,Distributors,22,12.0,6.527214,0.387901,0.0
928,LKQ,Year 2,2013-12-31,5,2.0,1.45408,,0.080969,Consumer Discretionary,Distributors,22,12.0,6.527214,0.387901,0.0
929,LKQ,Year 3,2014-12-31,6,4.0,1.86652,,0.120719,Consumer Discretionary,Distributors,22,12.0,6.527214,0.387901,0.0
930,LKQ,Year 4,2015-12-31,7,4.0,1.987271,,0.12212,Consumer Discretionary,Distributors,22,12.0,6.527214,0.387901,0.0
931,LLL,Year 1,2012-12-31,13,11.0,,,,Industrials,Industrial Conglomerates,44,39.0,0.0,0.0,0.0
932,LLL,Year 2,2013-12-31,11,10.0,,,,Industrials,Industrial Conglomerates,44,39.0,0.0,0.0,0.0
933,LLL,Year 3,2014-12-31,10,9.0,,,,Industrials,Industrial Conglomerates,44,39.0,0.0,0.0,0.0
934,LLL,Year 4,2015-12-31,10,9.0,,,,Industrials,Industrial Conglomerates,44,39.0,0.0,0.0,0.0
935,LLTC,Year 1,2013-06-30,1,0.0,0.151382,0.235184,,Information Technology,Semiconductors,4,0.0,0.651096,0.0,1.028841
936,LLTC,Year 2,2014-06-29,1,0.0,0.159642,0.250434,,Information Technology,Semiconductors,4,0.0,0.651096,0.0,1.028841
937,LLTC,Year 3,2015-06-28,1,0.0,0.169952,0.266761,,Information Technology,Semiconductors,4,0.0,0.651096,0.0,1.028841
938,LLTC,Year 4,2016-07-03,1,0.0,0.17012,0.276462,,Information Technology,Semiconductors,4,0.0,0.651096,0.0,1.028841
939,LLY,Year 1,2012-12-31,22,4.0,6.8395,5.2781,,Health Care,Pharmaceuticals,83,17.0,26.158900000000003,0.0,20.3394
940,LLY,Year 2,2013-12-31,23,4.0,6.6067,5.5313,,Health Care,Pharmaceuticals,83,17.0,26.158900000000003,0.0,20.3394
941,LLY,Year 3,2014-12-31,19,4.0,6.2803,4.7336,,Health Care,Pharmaceuticals,83,17.0,26.158900000000003,0.0,20.3394
942,LLY,Year 4,2015-12-31,19,5.0,6.4324,4.7964,,Health Care,Pharmaceuticals,83,17.0,26.158900000000003,0.0,20.3394
943,LMT,Year 1,2013-12-31,45,41.0,-0.318,,,Industrials,Aerospace & Defense,171,154.0,-1.354,0.0,0.0
944,LMT,Year 2,2014-12-31,39,35.0,-0.329,,,Industrials,Aerospace & Defense,171,154.0,-1.354,0.0,0.0
945,LMT,Year 3,2015-12-31,40,36.0,-0.22,,,Industrials,Aerospace & Defense,171,154.0,-1.354,0.0,0.0
946,LMT,Year 4,2016-12-31,47,42.0,-0.487,,,Industrials,Aerospace & Defense,171,154.0,-1.354,0.0,0.0
947,LNT,Year 1,2012-12-31,3,2.0,0.0982,,0.3324,Utilities,Electric Utilities,12,8.0,0.40259999999999996,1.4927,0.0
948,LNT,Year 2,2013-12-31,3,2.0,0.0996,,0.3709,Utilities,Electric Utilities,12,8.0,0.40259999999999996,1.4927,0.0
949,LNT,Year 3,2014-12-31,3,2.0,0.1011,,0.3881,Utilities,Electric Utilities,12,8.0,0.40259999999999996,1.4927,0.0
950,LNT,Year 4,2015-12-31,3,2.0,0.1037,,0.4013,Utilities,Electric Utilities,12,8.0,0.40259999999999996,1.4927,0.0
951,LOW,Year 1,2013-02-01,50,33.0,12.244,,1.523,Consumer Discretionary,Home Improvement Retail,218,141.0,52.505,5.954,0.0
952,LOW,Year 2,2014-01-31,53,34.0,12.865,,1.462,Consumer Discretionary,Home Improvement Retail,218,141.0,52.505,5.954,0.0
953,LOW,Year 3,2015-01-30,56,36.0,13.281,,1.485,Consumer Discretionary,Home Improvement Retail,218,141.0,52.505,5.954,0.0
954,LOW,Year 4,2016-01-29,59,38.0,14.115,,1.484,Consumer Discretionary,Home Improvement Retail,218,141.0,52.505,5.954,0.0
955,LRCX,Year 1,2013-06-30,3,2.0,0.6013,0.683688,,Information Technology,Semiconductor Equipment,17,9.0,2.4372059999999998,0.0,3.139113
956,LRCX,Year 2,2014-06-29,4,2.0,0.613341,0.716471,,Information Technology,Semiconductor Equipment,17,9.0,2.4372059999999998,0.0,3.139113
957,LRCX,Year 3,2015-06-28,5,2.0,0.591611,0.825242,,Information Technology,Semiconductor Equipment,17,9.0,2.4372059999999998,0.0,3.139113
958,LRCX,Year 4,2016-06-26,5,3.0,0.630954,0.913712,,Information Technology,Semiconductor Equipment,17,9.0,2.4372059999999998,0.0,3.139113
959,LUK,Year 1,2012-12-31,7,7.0,0.360586,,0.116388,Financials,Multi-Sector Holdings,36,29.0,8.014916,0.693939,0.0
960,LUK,Year 2,2013-12-31,9,7.0,2.177616,,0.167425,Financials,Multi-Sector Holdings,36,29.0,8.014916,0.693939,0.0
961,LUK,Year 3,2014-12-31,10,8.0,2.856642,,0.185993,Financials,Multi-Sector Holdings,36,29.0,8.014916,0.693939,0.0
962,LUK,Year 4,2015-12-31,10,7.0,2.620072,,0.224133,Financials,Multi-Sector Holdings,36,29.0,8.014916,0.693939,0.0
963,LUV,Year 1,2013-12-31,17,8.0,7.161,,0.867,Industrials,Airlines,74,27.0,32.737,4.041,0.0
964,LUV,Year 2,2014-12-31,18,7.0,7.639,,0.938,Industrials,Airlines,74,27.0,32.737,4.041,0.0
965,LUV,Year 3,2015-12-31,19,6.0,8.625,,1.015,Industrials,Airlines,74,27.0,32.737,4.041,0.0
966,LUV,Year 4,2016-12-31,20,6.0,9.312,,1.221,Industrials,Airlines,74,27.0,32.737,4.041,0.0
967,LVLT,Year 1,2012-12-31,6,3.0,1.201,,0.749,Telecommunications Services,Alternative Carriers,26,13.0,5.011,3.523,0.0
968,LVLT,Year 2,2013-12-31,6,3.0,1.162,,0.8,Telecommunications Services,Alternative Carriers,26,13.0,5.011,3.523,0.0
969,LVLT,Year 3,2014-12-31,6,3.0,1.181,,0.808,Telecommunications Services,Alternative Carriers,26,13.0,5.011,3.523,0.0
970,LVLT,Year 4,2015-12-31,8,4.0,1.467,,1.166,Telecommunications Services,Alternative Carriers,26,13.0,5.011,3.523,0.0
971,LYB,Year 1,2012-12-31,45,39.0,0.909,0.172,,Materials,Diversified Chemicals,166,139.0,3.4130000000000003,0.0,0.5509999999999999
972,LYB,Year 2,2013-12-31,44,37.0,0.87,0.15,,Materials,Diversified Chemicals,166,139.0,3.4130000000000003,0.0,0.5509999999999999
973,LYB,Year 3,2014-12-31,45,38.0,0.806,0.127,,Materials,Diversified Chemicals,166,139.0,3.4130000000000003,0.0,0.5509999999999999
974,LYB,Year 4,2015-12-31,32,25.0,0.828,0.102,,Materials,Diversified Chemicals,166,139.0,3.4130000000000003,0.0,0.5509999999999999
975,M,Year 1,2013-02-02,27,16.0,8.482,,,Consumer Discretionary,Department Stores,109,64.0,33.533,0.0,0.0
976,M,Year 2,2014-02-01,27,16.0,8.44,,,Consumer Discretionary,Department Stores,109,64.0,33.533,0.0,0.0
977,M,Year 3,2015-01-31,28,16.0,8.355,,,Consumer Discretionary,Department Stores,109,64.0,33.533,0.0,0.0
978,M,Year 4,2016-01-30,27,16.0,8.256,,,Consumer Discretionary,Department Stores,109,64.0,33.533,0.0,0.0
979,MA,Year 1,2013-12-31,8,,3.456,,0.258,Information Technology,Internet Software & Services,36,0.0,16.157,1.318,0.0
980,MA,Year 2,2014-12-31,9,,4.014,,0.321,Information Technology,Internet Software & Services,36,0.0,16.157,1.318,0.0
981,MA,Year 3,2015-12-31,9,,4.162,,0.366,Information Technology,Internet Software & Services,36,0.0,16.157,1.318,0.0
982,MA,Year 4,2016-12-31,10,,4.525,,0.373,Information Technology,Internet Software & Services,36,0.0,16.157,1.318,0.0
983,MAA,Year 1,2012-12-31,0,0.0,0.047115,,0.121211,Real Estate,Residential REITs,1,0.0,0.202491,0.904522,0.0
984,MAA,Year 2,2013-12-31,0,0.0,0.04372,,0.186979,Real Estate,Residential REITs,1,0.0,0.202491,0.904522,0.0
985,MAA,Year 3,2014-12-31,0,0.0,0.057664,,0.301812,Real Estate,Residential REITs,1,0.0,0.202491,0.904522,0.0
986,MAA,Year 4,2015-12-31,1,0.0,0.053992,,0.29452,Real Estate,Residential REITs,1,0.0,0.202491,0.904522,0.0
987,MAC,Year 1,2012-12-31,0,0.0,0.020412,,0.277621,Real Estate,Retail REITs,3,0.0,0.107466,1.4779740000000001,0.0
988,MAC,Year 2,2013-12-31,1,0.0,0.027772,,0.357165,Real Estate,Retail REITs,3,0.0,0.107466,1.4779740000000001,0.0
989,MAC,Year 3,2014-12-31,1,0.0,0.029412,,0.378716,Real Estate,Retail REITs,3,0.0,0.107466,1.4779740000000001,0.0
990,MAC,Year 4,2015-12-31,1,0.0,0.02987,,0.464472,Real Estate,Retail REITs,3,0.0,0.107466,1.4779740000000001,0.0
991,MAR,Year 1,2012-12-31,11,10.0,0.582,,0.102,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",50,44.0,2.524,0.516,0.0
992,MAR,Year 2,2013-12-31,12,11.0,0.649,,0.127,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",50,44.0,2.524,0.516,0.0
993,MAR,Year 3,2014-12-31,13,11.0,0.659,,0.148,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",50,44.0,2.524,0.516,0.0
994,MAR,Year 4,2015-12-31,14,12.0,0.634,,0.139,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",50,44.0,2.524,0.516,0.0
995,MAS,Year 1,2013-12-31,6,4.0,1.347,,,Industrials,Building Products,27,16.0,5.427,0.0,0.0
996,MAS,Year 2,2014-12-31,7,4.0,1.338,,,Industrials,Building Products,27,16.0,5.427,0.0,0.0
997,MAS,Year 3,2015-12-31,7,4.0,1.339,,,Industrials,Building Products,27,16.0,5.427,0.0,0.0
998,MAS,Year 4,2016-12-31,7,4.0,1.403,,,Industrials,Building Products,27,16.0,5.427,0.0,0.0
999,MAT,Year 1,2012-12-31,6,3.0,2.388182,,,Consumer Discretionary,Leisure Products,23,11.0,9.311706,0.0,0.0
1000,MAT,Year 2,2013-12-31,6,3.0,2.31078,,,Consumer Discretionary,Leisure Products,23,11.0,9.311706,0.0,0.0
1001,MAT,Year 3,2014-12-31,6,3.0,2.347308,,,Consumer Discretionary,Leisure Products,23,11.0,9.311706,0.0,0.0
1002,MAT,Year 4,2015-12-31,5,2.0,2.265436,,,Consumer Discretionary,Leisure Products,23,11.0,9.311706,0.0,0.0
1003,MCD,Year 1,2012-12-31,27,16.0,2.2117,,,Consumer Discretionary,Restaurants,107,64.0,9.5003,0.0,0.0
1004,MCD,Year 2,2013-12-31,28,17.0,2.1384,,,Consumer Discretionary,Restaurants,107,64.0,9.5003,0.0,0.0
1005,MCD,Year 3,2014-12-31,27,16.0,2.5065,,,Consumer Discretionary,Restaurants,107,64.0,9.5003,0.0,0.0
1006,MCD,Year 4,2015-12-31,25,15.0,2.6437,,,Consumer Discretionary,Restaurants,107,64.0,9.5003,0.0,0.0
1007,MCHP,Year 1,2013-03-31,1,0.0,0.261471,0.254723,0.111537,Information Technology,Semiconductors,6,0.0,1.105234,0.557713,1.281905
1008,MCHP,Year 2,2014-03-31,1,0.0,0.267278,0.305043,0.094534,Information Technology,Semiconductors,6,0.0,1.105234,0.557713,1.281905
1009,MCHP,Year 3,2015-03-31,2,0.0,0.274815,0.349543,0.176746,Information Technology,Semiconductors,6,0.0,1.105234,0.557713,1.281905
1010,MCHP,Year 4,2016-03-31,2,0.0,0.30167,0.372596,0.174896,Information Technology,Semiconductors,6,0.0,1.105234,0.557713,1.281905
1011,MCK,Year 1,2013-03-31,122,115.0,4.11,0.433,,Health Care,Health Care Distributors,628,590.0,24.675,0.0,1.674
1012,MCK,Year 2,2014-03-31,137,129.0,5.388,0.457,,Health Care,Health Care Distributors,628,590.0,24.675,0.0,1.674
1013,MCK,Year 3,2015-03-31,179,167.0,7.901,0.392,,Health Care,Health Care Distributors,628,590.0,24.675,0.0,1.674
1014,MCK,Year 4,2016-03-31,190,179.0,7.276,0.392,,Health Care,Health Care Distributors,628,590.0,24.675,0.0,1.674
1015,MCO,Year 1,2012-12-31,2,0.0,0.7522,,0.0935,Financials,Diversified Financial Services,10,0.0,3.3649,0.396,0.0
1016,MCO,Year 2,2013-12-31,2,0.0,0.8221,,0.0934,Financials,Diversified Financial Services,10,0.0,3.3649,0.396,0.0
1017,MCO,Year 3,2014-12-31,3,0.0,0.8693,,0.0956,Financials,Diversified Financial Services,10,0.0,3.3649,0.396,0.0
1018,MCO,Year 4,2015-12-31,3,0.0,0.9213,,0.1135,Financials,Diversified Financial Services,10,0.0,3.3649,0.396,0.0
1019,MDLZ,Year 1,2012-12-31,35,21.0,9.176,,0.217,Consumer Staples,Packaged Foods & Meats,133,82.0,33.889,0.821,0.0
1020,MDLZ,Year 2,2013-12-31,35,22.0,8.679,,0.217,Consumer Staples,Packaged Foods & Meats,133,82.0,33.889,0.821,0.0
1021,MDLZ,Year 3,2014-12-31,34,21.0,8.457,,0.206,Consumer Staples,Packaged Foods & Meats,133,82.0,33.889,0.821,0.0
1022,MDLZ,Year 4,2015-12-31,29,18.0,7.577,,0.181,Consumer Staples,Packaged Foods & Meats,133,82.0,33.889,0.821,0.0
1023,MET,Year 1,2012-12-31,68,37.0,9.098,,17.755,Financials,Life & Health Insurance,278,152.0,33.853,68.217,0.0
1024,MET,Year 2,2013-12-31,68,38.0,9.438,,16.602,Financials,Life & Health Insurance,278,152.0,33.853,68.217,0.0
1025,MET,Year 3,2014-12-31,73,39.0,8.319,,17.091,Financials,Life & Health Insurance,278,152.0,33.853,68.217,0.0
1026,MET,Year 4,2015-12-31,69,38.0,6.998,,16.769,Financials,Life & Health Insurance,278,152.0,33.853,68.217,0.0
1027,MHK,Year 1,2012-12-31,5,4.0,1.11055,,,Consumer Discretionary,Home Furnishings,27,19.0,5.438944,0.0,0.0
1028,MHK,Year 2,2013-12-31,7,5.0,1.373878,,,Consumer Discretionary,Home Furnishings,27,19.0,5.438944,0.0,0.0
1029,MHK,Year 3,2014-12-31,7,5.0,1.381396,,,Consumer Discretionary,Home Furnishings,27,19.0,5.438944,0.0,0.0
1030,MHK,Year 4,2015-12-31,8,5.0,1.57312,,,Consumer Discretionary,Home Furnishings,27,19.0,5.438944,0.0,0.0
1031,MJN,Year 1,2012-12-31,3,1.0,1.4573,0.1001,,Consumer Staples,Packaged Foods & Meats,15,4.0,6.1559,0.0,0.42379999999999995
1032,MJN,Year 2,2013-12-31,4,1.0,1.5486,0.1002,,Consumer Staples,Packaged Foods & Meats,15,4.0,6.1559,0.0,0.42379999999999995
1033,MJN,Year 3,2014-12-31,4,1.0,1.6176,0.1151,,Consumer Staples,Packaged Foods & Meats,15,4.0,6.1559,0.0,0.42379999999999995
1034,MJN,Year 4,2015-12-31,4,1.0,1.5324,0.1084,,Consumer Staples,Packaged Foods & Meats,15,4.0,6.1559,0.0,0.42379999999999995
1035,MKC,Year 1,2013-11-30,4,2.0,1.0903,,,Consumer Staples,Packaged Foods & Meats,16,8.0,4.5147,0.0,0.0
1036,MKC,Year 2,2014-11-30,4,2.0,1.122,,,Consumer Staples,Packaged Foods & Meats,16,8.0,4.5147,0.0,0.0
1037,MKC,Year 3,2015-11-30,4,2.0,1.1274,,,Consumer Staples,Packaged Foods & Meats,16,8.0,4.5147,0.0,0.0
1038,MKC,Year 4,2016-11-30,4,2.0,1.175,,,Consumer Staples,Packaged Foods & Meats,16,8.0,4.5147,0.0,0.0
1039,MLM,Year 1,2012-12-31,2,1.0,0.135824,,,Materials,Construction Materials,9,6.0,0.679605,0.0,0.0
1040,MLM,Year 2,2013-12-31,2,1.0,0.145298,,,Materials,Construction Materials,9,6.0,0.679605,0.0,0.0
1041,MLM,Year 3,2014-12-31,2,2.0,0.164596,,,Materials,Construction Materials,9,6.0,0.679605,0.0,0.0
1042,MLM,Year 4,2015-12-31,3,2.0,0.233887,,,Materials,Construction Materials,9,6.0,0.679605,0.0,0.0
1043,MMC,Year 1,2012-12-31,11,,7.134,,2.961,Financials,Insurance Brokers,47,0.0,29.209,12.193999999999999,0.0
1044,MMC,Year 2,2013-12-31,12,,7.226,,2.958,Financials,Insurance Brokers,47,0.0,29.209,12.193999999999999,0.0
1045,MMC,Year 3,2014-12-31,12,,7.515,,3.135,Financials,Insurance Brokers,47,0.0,29.209,12.193999999999999,0.0
1046,MMC,Year 4,2015-12-31,12,,7.334,,3.14,Financials,Insurance Brokers,47,0.0,29.209,12.193999999999999,0.0
1047,MMM,Year 1,2013-12-31,30,16.0,6.384,1.715,,Industrials,Industrial Conglomerates,121,62.0,25.146,0.0,6.9830000000000005
1048,MMM,Year 2,2014-12-31,31,16.0,6.469,1.77,,Industrials,Industrial Conglomerates,121,62.0,25.146,0.0,6.9830000000000005
1049,MMM,Year 3,2015-12-31,30,15.0,6.182,1.763,,Industrials,Industrial Conglomerates,121,62.0,25.146,0.0,6.9830000000000005
1050,MMM,Year 4,2016-12-31,30,15.0,6.111,1.735,,Industrials,Industrial Conglomerates,121,62.0,25.146,0.0,6.9830000000000005
1051,MNST,Year 1,2012-12-31,2,0.0,,,,Consumer Staples,Soft Drinks,8,3.0,0.0,0.0,0.0
1052,MNST,Year 2,2013-12-31,2,1.0,,,,Consumer Staples,Soft Drinks,8,3.0,0.0,0.0,0.0
1053,MNST,Year 3,2014-12-31,2,1.0,,,,Consumer Staples,Soft Drinks,8,3.0,0.0,0.0,0.0
1054,MNST,Year 4,2015-12-31,2,1.0,,,,Consumer Staples,Soft Drinks,8,3.0,0.0,0.0,0.0
1055,MO,Year 1,2012-12-31,24,15.0,2.249,,,Consumer Staples,Tobacco,97,57.0,9.901,0.0,0.0
1056,MO,Year 2,2013-12-31,24,14.0,2.362,,,Consumer Staples,Tobacco,97,57.0,9.901,0.0,0.0
1057,MO,Year 3,2014-12-31,24,14.0,2.541,,,Consumer Staples,Tobacco,97,57.0,9.901,0.0,0.0
1058,MO,Year 4,2015-12-31,25,14.0,2.749,,,Consumer Staples,Tobacco,97,57.0,9.901,0.0,0.0
1059,MON,Year 1,2013-08-31,14,7.0,2.55,1.533,,Materials,Fertilizers & Agricultural Chemicals,57,26.0,10.843,0.0,6.35
1060,MON,Year 2,2014-08-31,15,7.0,2.774,1.725,,Materials,Fertilizers & Agricultural Chemicals,57,26.0,10.843,0.0,6.35
1061,MON,Year 3,2015-08-31,15,6.0,2.686,1.58,,Materials,Fertilizers & Agricultural Chemicals,57,26.0,10.843,0.0,6.35
1062,MON,Year 4,2016-08-31,13,6.0,2.833,1.512,,Materials,Fertilizers & Agricultural Chemicals,57,26.0,10.843,0.0,6.35
1063,MOS,Year 1,2013-05-31,9,7.0,0.5506,,,Materials,Fertilizers & Agricultural Chemicals,33,27.0,1.9865,0.0,0.0
1064,MOS,Year 2,2014-12-31,9,7.0,0.5058,,,Materials,Fertilizers & Agricultural Chemicals,33,27.0,1.9865,0.0,0.0
1065,MOS,Year 3,2015-12-31,8,7.0,0.4391,,,Materials,Fertilizers & Agricultural Chemicals,33,27.0,1.9865,0.0,0.0
1066,MOS,Year 4,2016-12-31,7,6.0,0.491,,,Materials,Fertilizers & Agricultural Chemicals,33,27.0,1.9865,0.0,0.0
1067,MPC,Year 1,2012-12-31,82,68.0,7.202,,0.995,Energy,Oil & Gas Refining & Marketing & Transportation,351,294.0,33.532,5.187,0.0
1068,MPC,Year 2,2013-12-31,100,87.0,7.851,,1.22,Energy,Oil & Gas Refining & Marketing & Transportation,351,294.0,33.532,5.187,0.0
1069,MPC,Year 3,2014-12-31,97,84.0,8.45,,1.326,Energy,Oil & Gas Refining & Marketing & Transportation,351,294.0,33.532,5.187,0.0
1070,MPC,Year 4,2015-12-31,72,55.0,10.029,,1.646,Energy,Oil & Gas Refining & Marketing & Transportation,351,294.0,33.532,5.187,0.0
1071,MRK,Year 1,2012-12-31,47,16.0,12.776,8.168,,Health Care,Pharmaceuticals,172,62.0,46.606,0.0,29.555
1072,MRK,Year 2,2013-12-31,44,16.0,11.911,7.503,,Health Care,Pharmaceuticals,172,62.0,46.606,0.0,29.555
1073,MRK,Year 3,2014-12-31,42,16.0,11.606,7.18,,Health Care,Pharmaceuticals,172,62.0,46.606,0.0,29.555
1074,MRK,Year 4,2015-12-31,39,14.0,10.313,6.704,,Health Care,Pharmaceuticals,172,62.0,46.606,0.0,29.555
1075,MRO,Year 1,2012-12-31,11,2.0,4.017,,2.008,Energy,Oil & Gas Exploration & Production,37,7.0,12.943999999999999,10.326,0.0
